,dipolarophile
945,ClC1(Cl)C#CCCCCC1
946,N#CC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
947,CNC(=O)C1(C(C)=O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
948,N#CC1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
949,N#CC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
950,CC(=O)C1(Cl)C#CC(O)(O)CCCC1
951,CC(=O)C1(C(C)=O)C#CC(Cl)(Br)CCCC1
952,COC(=O)C1(C(=O)OC)C#CC(O)(Br)CCCC1
953,COC(=O)C1C#CC(C(=O)OC)(C(=O)OC)CCCC1
954,CC(=O)C1(C(C)=O)C#CC(O)(c2ccccc2)CCCC1
955,CC(=O)C1(C(C)=O)C#CC(C(C)=O)(C(C)=O)CCCC1
956,OC1(O)C#CC(F)(F)CCCC1
957,COC(=O)C1(C)C#CC(Cl)(Cl)CCCC1
958,COC(=O)C1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
959,CC(=O)C1(O)C#CC(C)(C)CCCC1
960,COC(=O)C1(C(=O)OC)C#CC(Br)(C#N)CCCC1
961,CNC(=O)C1(Br)C#CC(Cl)(Cl)CCCC1
962,CC(=O)C1(Br)C#CC(Cl)(Cl)CCCC1
963,CC1(Cl)C#CC(F)(F)CCCC1
964,FC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
965,CC1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
966,CNC(=O)C1(C(=O)NC)C#CC(F)(C#N)CCCC1
967,COC(=O)C1(Cl)C#CC(C(C)=O)(C(C)=O)CCCC1
968,CC(=O)C1(C(C)=O)C#CC(C(F)(F)F)CCCC1
969,CC1(C)C#CC(C)(C(F)(F)F)CCCC1
970,FC1(F)C#CC(Cl)(C(F)(F)F)CCCC1
971,CNC(=O)C1(C#N)C#CC(C(=O)OC)(C(=O)OC)CCCC1
972,CC(=O)C1(Br)C#CC(Br)(Br)CCCC1
973,COC(=O)C1(O)C#CC(C#N)(C#N)CCCC1
974,ClC1(Cl)C#CC(Cl)(c2ccccc2)CCCC1
975,OC1(Cl)C#CCCCCC1
976,N#CC1(F)C#CC(C#N)(C#N)CCCC1
977,CC1(O)C#CC(F)(F)CCCC1
978,CC1(F)C#CC(C#N)(C#N)CCCC1
979,OC1(F)C#CCCCCC1
980,CC(=O)C1(C(C)=O)C#CC(O)(C(F)(F)F)CCCC1
981,COC(=O)C1(C(F)(F)F)C#CC(Br)(Br)CCCC1
982,COC(=O)C1(C(=O)OC)C#CC(C)(C)CCCC1
983,CC(=O)C1(C(C)=O)C#CC(O)(C#N)CCCC1
984,FC(F)(F)C1(c2ccccc2)C#CC(Br)(Br)CCCC1
985,CC1(Cl)C#CC(O)(O)CCCC1
986,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)(c2ccccc2)CCCC1
987,CC(=O)C1(C(C)=O)C#CC(F)(F)CCCC1
988,CC(=O)C1(C(F)(F)F)C#CC(F)(F)CCCC1
989,FC1(F)C#CC(Br)(c2ccccc2)CCCC1
990,CC1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
991,ClC1C#CCCCCC1
992,COC(=O)C1(C(=O)OC)C#CC(Br)CCCC1
993,CNC(=O)C1(C(=O)NC)C#CC(Cl)CCCC1
994,CNC(=O)C1(Cl)C#CC(O)(O)CCCC1
995,COC(=O)C1(Br)C#CC(C#N)(C#N)CCCC1
996,CNC(=O)C1(O)C#CC(C(C)=O)(C(C)=O)CCCC1
997,OC1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
998,CC(=O)C1(C(F)(F)F)C#CC(O)(O)CCCC1
999,CC1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1000,COC(=O)C1(C(=O)OC)C#CC(F)(C(C)=O)CCCC1
1001,FC1(F)C#CC(Cl)(Cl)CCCC1
1002,N#CC1(C#N)C#CC(O)(Cl)CCCC1
1003,CC1(C)C#CC(Br)(C(F)(F)F)CCCC1
1004,COC(=O)C1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1005,COC(=O)C1(C#N)C#CC(Cl)(Cl)CCCC1
1006,FC(F)(F)C1(C(F)(F)F)C#CC(c2ccccc2)CCCC1
1007,COC(=O)C1(c2ccccc2)C#CC(O)(O)CCCC1
1008,ClC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1009,CC(=O)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1010,FC1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1011,N#CC1(C#N)C#CC(Cl)(C(F)(F)F)CCCC1
1012,CC1C#CCCCCC1
1013,COC(=O)C1(C(=O)OC)C#CC(C)(O)CCCC1
1014,COC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1015,C1#CC(c2ccccc2)(c2ccccc2)CCCCC1(c1ccccc1)c1ccccc1
1016,COC(=O)C1(Br)C#CC(C(C)=O)(C(C)=O)CCCC1
1017,CC1(Br)C#CC(Cl)(Cl)CCCC1
1018,CC1(C)C#CC(C)(Br)CCCC1
1019,CNC(=O)C1(F)C#CC(C(=O)NC)(C(=O)NC)CCCC1
1020,FC(F)(F)C1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1021,FC1(Br)C#CC(Br)(Br)CCCC1
1022,CNC(=O)C1(C(=O)NC)C#CC(O)(C(=O)OC)CCCC1
1023,CNC(=O)C1(C(=O)NC)C#CC(F)(Cl)CCCC1
1024,COC(=O)C1(C(C)=O)C#CC(C(C)=O)(C(C)=O)CCCC1
1025,COC(=O)C1C#CC(O)(O)CCCC1
1026,CNC(=O)C1(C(=O)NC)C#CC(C(=O)OC)(c2ccccc2)CCCC1
1027,COC(=O)C1(F)C#CC(C)(C)CCCC1
1028,CC(=O)C1(C(C)=O)C#CC(C)(C#N)CCCC1
1029,CNC(=O)C1(C(=O)OC)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1030,CNC(=O)C1(C(C)=O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1031,CNC(=O)C1(C#N)C#CC(Cl)(Cl)CCCC1
1032,COC(=O)C1(F)C#CC(C#N)(C#N)CCCC1
1033,CNC(=O)C1(C)C#CC(C(C)=O)(C(C)=O)CCCC1
1034,OC1(O)C#CC(Br)(c2ccccc2)CCCC1
1035,CNC(=O)C1C#CC(C(=O)NC)(C(=O)NC)CCCC1
1036,CC(=O)C1(C(C)=O)C#CC(O)(O)CCCC1
1037,OC1(O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1038,FC1(Br)C#CC(Cl)(Cl)CCCC1
1039,OC1(Cl)C#CC(Cl)(Cl)CCCC1
1040,OC1(F)C#CC(F)(F)CCCC1
1041,CC(=O)C1(Cl)C#CC(Br)(Br)CCCC1
1042,N#CC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1043,CNC(=O)C1(c2ccccc2)C#CC(Br)(Br)CCCC1
1044,CNC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1045,COC(=O)C1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1046,COC(=O)C1(C(=O)OC)C#CC(C)CCCC1
1047,FC1C#CCCCCC1
1048,CNC(=O)C1(C(=O)NC)C#CC(O)(Cl)CCCC1
1049,CC1(C)C#CC(O)CCCC1
1050,CC1(C)C#CC(O)(C(F)(F)F)CCCC1
1051,CNC(=O)C1(F)C#CC(C#N)(C#N)CCCC1
1052,CC1(C)C#CC(F)(C#N)CCCC1
1053,BrC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1054,CNC(=O)C1(C(=O)OC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1055,OC1(O)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1056,CC1(C(F)(F)F)C#CC(O)(O)CCCC1
1057,OC1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1058,OC1(O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1059,CC(=O)C1(Br)C#CC(F)(F)CCCC1
1060,CNC(=O)C1(C#N)C#CC(O)(O)CCCC1
1061,CC1(Cl)C#CC(Cl)(Cl)CCCC1
1062,COC(=O)C1(C(=O)OC)C#CC(Br)(Br)CCCC1
1063,CC1(C)C#CC(Br)(Br)CCCC1
1064,FC1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1065,ClC1(Cl)C#CC(Br)(c2ccccc2)CCCC1
1066,CNC(=O)C1(C)C#CC(Cl)(Cl)CCCC1
1067,CNC(=O)C1(C)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1068,FC1(Cl)C#CC(Br)(Br)CCCC1
1069,CNC(=O)C1(C(=O)NC)C#CC(O)CCCC1
1070,CC(=O)C1(C(C)=O)C#CC(C#N)CCCC1
1071,CNC(=O)C1(Cl)C#CCCCCC1
1072,CNC(=O)C1(c2ccccc2)C#CCCCCC1
1073,CNC(=O)C1(F)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1074,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)(C(F)(F)F)CCCC1
1075,CNC(=O)C1C#CCCCCC1
1076,COC(=O)C1(C(=O)OC)C#CC(C)(C(C)=O)CCCC1
1077,CNC(=O)C1(C(=O)NC)C#CC(Cl)(Br)CCCC1
1078,N#CC1(Cl)C#CC(Br)(Br)CCCC1
1079,FC1C#CC(F)(F)CCCC1
1080,CC(=O)C1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1081,N#CC1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1082,COC(=O)C1(C(=O)OC)C#CC(C(C)=O)(C(F)(F)F)CCCC1
1083,CC1(C)C#CC(C#N)(c2ccccc2)CCCC1
1084,CNC(=O)C1(C(=O)NC)C#CC(Br)(C#N)CCCC1
1085,COC(=O)C1(C#N)C#CC(C#N)(C#N)CCCC1
1086,CNC(=O)C1(C(=O)NC)C#CCCCCC1
1087,ClC1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1088,COC(=O)C1C#CC(Br)(Br)CCCC1
1089,CNC(=O)C1(O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1090,CC(=O)C1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
1091,N#CC1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1092,CC(=O)C1(O)C#CC(F)(F)CCCC1
1093,CC(=O)C1(C)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1094,CC1(C(F)(F)F)C#CC(C#N)(C#N)CCCC1
1095,CNC(=O)C1(F)C#CC(C(C)=O)(C(C)=O)CCCC1
1096,CC(=O)C1(C#N)C#CC(Cl)(Cl)CCCC1
1097,CC1(C#N)C#CCCCCC1
1098,CC(=O)C1(C(C)=O)C#CC(Br)(Br)CCCC1
1099,FC(F)(F)C1C#CC(Br)(Br)CCCC1
1100,COC(=O)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1101,FC(F)(F)C1(C(F)(F)F)C#CC(Br)(c2ccccc2)CCCC1
1102,CNC(=O)C1(C(=O)NC)C#CC(O)(C#N)CCCC1
1103,CC(=O)C1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1104,CC1(C(F)(F)F)C#CC(F)(F)CCCC1
1105,N#CC1(C(F)(F)F)C#CC(O)(O)CCCC1
1106,CNC(=O)C1(O)C#CC(C(=O)NC)(C(=O)NC)CCCC1
1107,ClC1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1108,N#CC1(C#N)C#CC(Br)(c2ccccc2)CCCC1
1109,CNC(=O)C1(Cl)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1110,CNC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1111,CC(=O)C1(C(F)(F)F)C#CC(C)(C)CCCC1
1112,OC1C#CC(Br)(Br)CCCC1
1113,CC1(C(F)(F)F)C#CC(Br)(Br)CCCC1
1114,CC1(C)C#CC(C)(F)CCCC1
1115,CC(=O)C1(C(C)=O)C#CC(Cl)(C(F)(F)F)CCCC1
1116,ClC1C#CC(Br)(Br)CCCC1
1117,COC(=O)C1(C(=O)OC)C#CC(O)CCCC1
1118,N#CC1(C#N)C#CC(Cl)(c2ccccc2)CCCC1
1119,CC(=O)C1(c2ccccc2)C#CCCCCC1
1120,CC(=O)C1(F)C#CCCCCC1
1121,FC1(F)C#CCCCCC1
1122,CNC(=O)C1(C(=O)NC)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1123,FC(F)(F)C1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1124,CNC(=O)C1(C(=O)NC)C#CC(Br)(c2ccccc2)CCCC1
1125,CC(=O)C1(C(C)=O)C#CC(Br)(C(F)(F)F)CCCC1
1126,CNC(=O)C1(C#N)C#CCCCCC1
1127,CC1(C(F)(F)F)C#CC(Cl)(Cl)CCCC1
1128,CC(=O)C1(C(C)=O)C#CC(C)(C(F)(F)F)CCCC1
1129,COC(=O)C1(C(=O)OC)C#CC(F)(Br)CCCC1
1130,COC(=O)C1(C)C#CC(Br)(Br)CCCC1
1131,N#CC1(C(F)(F)F)C#CC(F)(F)CCCC1
1132,CNC(=O)C1(C(F)(F)F)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1133,CNC(=O)C1(C(=O)NC)C#CC(C#N)(C(=O)OC)CCCC1
1134,CNC(=O)C1(O)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1135,CC1(c2ccccc2)C#CC(F)(F)CCCC1
1136,CC(=O)C1(Cl)C#CC(C#N)(C#N)CCCC1
1137,C1#CC(c2ccccc2)CCCCC1
1138,FC(F)(F)C1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1139,N#CC1(F)C#CC(F)(F)CCCC1
1140,CC(=O)C1(C(C)=O)C#CC(F)(Cl)CCCC1
1141,CC(=O)C1(C#N)C#CCCCCC1
1142,N#CC1C#CC(F)(F)CCCC1
1143,CC(=O)C1(C)C#CC(Cl)(Cl)CCCC1
1144,COC(=O)C1(C#N)C#CC(C(C)=O)(C(C)=O)CCCC1
1145,CC1(C)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1146,COC(=O)C1(C(F)(F)F)C#CC(F)(F)CCCC1
1147,OC1C#CC(Cl)(Cl)CCCC1
1148,CNC(=O)C1(O)C#CC(C)(C)CCCC1
1149,CC(=O)C1(C(C)=O)C#CC(C#N)(C#N)CCCC1
1150,N#CC1(O)C#CCCCCC1
1151,CC(=O)C1C#CC(c2ccccc2)(c2ccccc2)CCCC1
1152,OC1(Br)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1153,CC(=O)C1(C(C)=O)C#CC(C#N)(C(F)(F)F)CCCC1
1154,CNC(=O)C1(C)C#CC(C)(C)CCCC1
1155,CC(=O)C1C#CCCCCC1
1156,FC(F)(F)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1157,FC1(F)C#CC(F)(c2ccccc2)CCCC1
1158,CC1(C)C#CC(O)(O)CCCC1
1159,CC1(Cl)C#CCCCCC1
1160,COC(=O)C1(C(=O)OC)C#CC(F)(Cl)CCCC1
1161,OC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1162,CC(=O)C1C#CC(Cl)(Cl)CCCC1
1163,CNC(=O)C1C#CC(C(=O)OC)(C(=O)OC)CCCC1
1164,CNC(=O)C1(F)C#CC(F)(F)CCCC1
1165,CNC(=O)C1(F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1166,FC(F)(F)C1(Cl)C#CC(Br)(Br)CCCC1
1167,COC(=O)C1(C)C#CC(O)(O)CCCC1
1168,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)CCCC1
1169,CC(=O)C1(c2ccccc2)C#CC(C#N)(C#N)CCCC1
1170,CC(=O)C1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1171,CNC(=O)C1(C(=O)NC)C#CC(C(C)=O)CCCC1
1172,CC1C#CC(Br)(Br)CCCC1
1173,CC1(C)C#CC(C)(O)CCCC1
1174,FC(F)(F)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1175,COC(=O)C1(C(=O)OC)C#CC(Cl)(Cl)CCCC1
1176,CC1(C(F)(F)F)C#CCCCCC1
1177,COC(=O)C1(Cl)C#CC(F)(F)CCCC1
1178,ClC1(c2ccccc2)C#CC(Br)(Br)CCCC1
1179,CNC(=O)C1(C(=O)NC)C#CC(Br)(C(F)(F)F)CCCC1
1180,CC1(F)C#CCCCCC1
1181,COC(=O)C1(C)C#CC(C)(C)CCCC1
1182,N#CC1(Cl)C#CC(F)(F)CCCC1
1183,COC(=O)C1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1184,FC1C#CC(Cl)(Cl)CCCC1
1185,OC1(O)C#CC(Cl)(C(F)(F)F)CCCC1
1186,COC(=O)C1(Br)C#CC(Br)(Br)CCCC1
1187,CNC(=O)C1(C(=O)NC)C#CC(C#N)(C#N)CCCC1
1188,CC(=O)C1(C(C)=O)C#CC(C(C)=O)(C(F)(F)F)CCCC1
1189,CNC(=O)C1(C(=O)NC)C#CC(C)(Br)CCCC1
1190,OC1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1191,CC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1192,N#CC1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1193,CNC(=O)C1(C(=O)OC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1194,CC(=O)C1(C#N)C#CC(Br)(Br)CCCC1
1195,COC(=O)C1C#CC(Cl)(Cl)CCCC1
1196,CC1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1197,CNC(=O)C1(c2ccccc2)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1198,CNC(=O)C1(C(F)(F)F)C#CC(F)(F)CCCC1
1199,COC(=O)C1(F)C#CC(F)(F)CCCC1
1200,CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
1201,COC(=O)C1(C#N)C#CC(C)(C)CCCC1
1202,OC1(Br)C#CC(Br)(Br)CCCC1
1203,FC1(Br)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1204,COC(=O)C1(C(=O)OC)C#CC(O)(O)CCCC1
1205,ClC1(Cl)C#CC(Br)(Br)CCCC1
1206,N#CC1(C#N)C#CC(F)(Cl)CCCC1
1207,CC1(C#N)C#CC(C#N)(C#N)CCCC1
1208,COC(=O)C1(C(=O)OC)C#CC(C(=O)OC)(c2ccccc2)CCCC1
1209,COC(=O)C1(O)C#CC(C(=O)OC)(C(=O)OC)CCCC1
1210,CC(=O)C1(O)C#CCCCCC1
1211,N#CC1(Br)C#CC(C#N)(C#N)CCCC1
1212,CNC(=O)C1(C(=O)NC)C#CC(O)(C(F)(F)F)CCCC1
1213,COC(=O)C1(c2ccccc2)C#CC(C(C)=O)(C(C)=O)CCCC1
1214,COC(=O)C1(C(=O)OC)C#CC(C)(Cl)CCCC1
1215,FC1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1216,CC1C#CC(C)(C)CCCC1
1217,CC1(C)C#CC(F)(Cl)CCCC1
1218,CC1(C)C#CCCCCC1
1219,FC(F)(F)C1C#CC(Cl)(Cl)CCCC1
1220,COC(=O)C1(C)C#CCCCCC1
1221,COC(=O)C1C#CC(C(C)=O)(C(C)=O)CCCC1
1222,COC(=O)C1(C(=O)OC)C#CC(Br)(C(C)=O)CCCC1
1223,OC1(O)C#CC(O)(Cl)CCCC1
1224,N#CC1(C#N)C#CC(O)(C(F)(F)F)CCCC1
1225,COC(=O)C1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1226,CNC(=O)C1(O)C#CCCCCC1
1227,BrC1(Br)C#CC(c2ccccc2)CCCC1
1228,BrC1C#CCCCCC1
1229,OC1(O)C#CC(Br)(Br)CCCC1
1230,N#CC1(F)C#CC(Br)(Br)CCCC1
1231,CC(=O)C1(C(C)=O)C#CC(Cl)(c2ccccc2)CCCC1
1232,ClC1(Cl)C#CC(Br)CCCC1
1233,OC1(O)C#CC(F)CCCC1
1234,CC(=O)C1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1235,CC(=O)C1(C(C)=O)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1236,COC(=O)C1(C#N)C#CCCCCC1
1237,CC(=O)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1238,CC(=O)C1(C(C)=O)C#CC(C)(C)CCCC1
1239,OC1(F)C#CC(Br)(Br)CCCC1
1240,CNC(=O)C1(O)C#CC(O)(O)CCCC1
1241,N#CC1(C#N)C#CC(O)(Br)CCCC1
1242,CC1(C#N)C#CC(O)(O)CCCC1
1243,N#CC1(Br)C#CC(Cl)(Cl)CCCC1
1244,COC(=O)C1(C(F)(F)F)C#CC(C(C)=O)(C(C)=O)CCCC1
1245,CC(=O)C1(C)C#CCCCCC1
1246,FC1(F)C#CC(Br)(Br)CCCC1
1247,CNC(=O)C1(C(F)(F)F)C#CC(C)(C)CCCC1
1248,CNC(=O)C1(C#N)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1249,OC1(C(F)(F)F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1250,N#CC1(c2ccccc2)C#CC(F)(F)CCCC1
1251,CNC(=O)C1(Br)C#CC(C#N)(C#N)CCCC1
1252,ClC1(Cl)C#CC(Cl)(Cl)CCCC1
1253,CC(=O)C1(C(F)(F)F)C#CCCCCC1
1254,CNC(=O)C1(C(=O)NC)C#CC(c2ccccc2)(C(F)(F)F)CCCC1
1255,N#CC1(C#N)C#CC(F)CCCC1
1256,OC1(O)C#CC(O)(C(F)(F)F)CCCC1
1257,COC(=O)C1(C(=O)OC)C#CC(Cl)(C(F)(F)F)CCCC1
1258,CC(=O)C1(O)C#CC(O)(O)CCCC1
1259,CNC(=O)C1(C)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1260,FC(F)(F)C1(F)C#CCCCCC1
1261,COC(=O)C1(C)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1262,N#CC1(C#N)C#CC(F)(F)CCCC1
1263,COC(=O)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1264,CNC(=O)C1(C(=O)NC)C#CC(C)(Cl)CCCC1
1265,CNC(=O)C1(Cl)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1266,N#CC1(C#N)C#CC(Br)(C(F)(F)F)CCCC1
1267,CNC(=O)C1(c2ccccc2)C#CC(O)(O)CCCC1
1268,CNC(=O)C1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1269,CNC(=O)C1(C(=O)NC)C#CC(Br)(C(C)=O)CCCC1
1270,FC1(c2ccccc2)C#CC(Br)(Br)CCCC1
1271,COC(=O)C1(C#N)C#CC(Br)(Br)CCCC1
1272,CNC(=O)C1(C#N)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1273,CNC(=O)C1(C(=O)NC)C#CC(C#N)(c2ccccc2)CCCC1
1274,CNC(=O)C1(C(=O)NC)C#CC(C)(c2ccccc2)CCCC1
1275,CNC(=O)C1(F)C#CC(O)(O)CCCC1
1276,OC1(Br)C#CC(Cl)(Cl)CCCC1
1277,CC1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1278,CNC(=O)C1(C(=O)NC)C#CC(c2ccccc2)CCCC1
1279,COC(=O)C1(C(=O)OC)C#CC(O)(C(C)=O)CCCC1
1280,FC(F)(F)C1(Br)C#CC(Cl)(Cl)CCCC1
1281,CNC(=O)C1C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1282,COC(=O)C1(F)C#CC(Br)(Br)CCCC1
1283,CC(=O)C1(C(C)=O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1284,FC(F)(F)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1285,BrC1(c2ccccc2)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1286,CNC(=O)C1(O)C#CC(C#N)(C#N)CCCC1
1287,OC1C#CC(O)(O)CCCC1
1288,N#CC1(c2ccccc2)C#CC(Br)(Br)CCCC1
1289,CC1(c2ccccc2)C#CC(Cl)(Cl)CCCC1
1290,CC1(C)C#CC(Br)(C#N)CCCC1
1291,CNC(=O)C1(F)C#CC(Br)(Br)CCCC1
1292,CC1(F)C#CC(F)(F)CCCC1
1293,CNC(=O)C1(Cl)C#CC(F)(F)CCCC1
1294,N#CC1(O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1295,CC1(C(F)(F)F)C#CC(c2ccccc2)(c2ccccc2)CCCC1
1296,COC(=O)C1(C(=O)OC)C#CC(O)(c2ccccc2)CCCC1
1297,N#CC1(C#N)C#CC(Br)CCCC1
1298,COC(=O)C1(C(C)=O)C#CC(C#N)(C#N)CCCC1
1299,CNC(=O)C1(C(F)(F)F)C#CC(O)(O)CCCC1
1300,N#CC1(Cl)C#CCCCCC1
1301,CC(=O)C1(C(C)=O)C#CCCCCC1
1302,CC1(C)C#CC(O)(F)CCCC1
1303,CC1C#CC(F)(F)CCCC1
1304,N#CC1C#CC(Br)(Br)CCCC1
1305,CNC(=O)C1(C(=O)NC)C#CC(Br)CCCC1
1306,CC(=O)C1(C(C)=O)C#CC(C)(Br)CCCC1
1307,CC1(C)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1308,CNC(=O)C1(C#N)C#CC(C(C)=O)(C(C)=O)CCCC1
1309,CNC(=O)C1C#CC(C)(C)CCCC1
1310,CC(=O)C1C#CC(C(C)=O)(C(C)=O)CCCC1
1311,FC(F)(F)C1(C(F)(F)F)C#CCCCCC1
1312,CNC(=O)C1(C(=O)OC)C#CCCCCC1
1313,N#CC1(C(F)(F)F)C#CCCCCC1
1314,OC1(C(F)(F)F)C#CCCCCC1
1315,CC1(O)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1316,CC1C#CC(Cl)(Cl)CCCC1
1317,CC(=O)C1(C#N)C#CC(F)(F)CCCC1
1318,COC(=O)C1(F)C#CC(C(F)(F)F)(C(F)(F)F)CCCC1
1319,CNC(=O)C1(O)C#CC(Cl)(Cl)CCCC1
1320,CC1(Br)C#CC(F)(F)CCCC1
1321,COC(=O)C1(C(=O)OC)C#CC(C)(Br)CCCC1
1322,COC(=O)C1(Cl)C#CC(C)(C)CCCC1
1323,N#CC1(C#N)C#CC(Br)(Br)CCCC1
1324,CNC(=O)C1(C(C)=O)C#CC(C#N)(C#N)CCCC1
1325,CC1(C)C#CC(O)(Br)CCCC1
1326,CC1(F)C#CC(O)(O)CCCC1
1327,CNC(=O)C1(F)C#CCCCCC1
1328,CNC(=O)C1(F)C#CC(Cl)(Cl)CCCC1
1329,CNC(=O)C1(c2ccccc2)C#CC(F)(F)CCCC1
1330,FC1(F)C#CC(c2ccccc2)CCCC1
1331,CC1(c2ccccc2)C#CC(C#N)(C#N)CCCC1
1332,CC1(C)C#CC(C)(C#N)CCCC1
1333,CC1(O)C#CC(Br)(Br)CCCC1
1334,CNC(=O)C1(C(C)=O)C#CC(Br)(Br)CCCC1
1335,N#CC1(C#N)C#CC(F)(Br)CCCC1
1336,CC(=O)C1(Cl)C#CC(Cl)(Cl)CCCC1
1337,COC(=O)C1(C(=O)OC)C#CC(C(=O)OC)(C(=O)OC)CCCC1
